action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18313149,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCc1ccc2occ(O)c(=O)c2c1,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '20.23', 'le': '0.38', 'lle': '1.61', 'sei': '9.32'}",CHEMBL4169568,,CHEMBL4169568,4.70,0,http://www.openphacts.org/units/Nanomolar,3040090,=,1,1,=,,IC50,nM,,20000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,20.0
,,18313150,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCc2ccc(CO)cc2)coc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '13.10', 'le': '0.24', 'lle': '-0.03', 'sei': '8.31'}",CHEMBL4161645,,CHEMBL4161645,4.96,0,http://www.openphacts.org/units/Nanomolar,3040091,=,1,1,=,,IC50,nM,,11000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,11.0
,,18313151,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)c1ccc(COc2coc3cccc(CC4CCCCC4)c3c2=O)cc1,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '12.15', 'le': '0.22', 'lle': '-0.42', 'sei': '6.22'}",CHEMBL4170425,,CHEMBL4170425,4.77,0,http://www.openphacts.org/units/Nanomolar,3040092,=,1,1,=,,IC50,nM,,17000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,17.0
,,18313152,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccc(COc2coc3cccc(CC4CCCCC4)c3c2=O)cc1,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '11.80', 'le': '0.22', 'lle': '-0.48', 'sei': '7.30'}",CHEMBL4159783,,CHEMBL4159783,4.80,0,http://www.openphacts.org/units/Nanomolar,3040093,=,1,1,=,,IC50,nM,,16000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,16.0
,,18313153,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,COCOc1ccc(COc2coc3cccc(CC4CCCCC4)c3c2=O)cc1,,,CHEMBL4130380,Eur J Med Chem,2017,,CHEMBL4167016,,CHEMBL4167016,,0,http://www.openphacts.org/units/Nanomolar,3040094,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18313154,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(COc2coc3cccc(CC4CCCCC4)c3c2=O)cc1,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '12.42', 'le': '0.23', 'lle': '-0.80', 'sei': '9.65'}",CHEMBL4174902,,CHEMBL4174902,4.70,0,http://www.openphacts.org/units/Nanomolar,3040095,=,1,1,=,,IC50,nM,,20000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,20.0
,,18313155,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCc2ccccc2)coc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '13.11', 'le': '0.24', 'lle': '-0.92', 'sei': '11.58'}",CHEMBL4163567,,CHEMBL4163567,4.57,0,http://www.openphacts.org/units/Nanomolar,3040096,=,1,1,=,,IC50,nM,,27000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,27.0
,,18313156,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCc2ccncc2)coc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '13.22', 'le': '0.24', 'lle': '-0.27', 'sei': '8.83'}",CHEMBL4171464,,CHEMBL4171464,4.62,0,http://www.openphacts.org/units/Nanomolar,3040097,=,1,1,=,,IC50,nM,,24000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,24.0
,,18313157,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCc2ccc(Cl)cc2)coc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,,CHEMBL4160203,,CHEMBL4160203,,0,http://www.openphacts.org/units/Nanomolar,3040098,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18313158,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCc2ccc([N+](=O)[O-])cc2)coc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '12.42', 'le': '0.23', 'lle': '-0.51', 'sei': '5.92'}",CHEMBL4168121,,CHEMBL4168121,4.89,0,http://www.openphacts.org/units/Nanomolar,3040099,=,1,1,=,,IC50,nM,,13000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,13.0
,,18313159,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCCCO)coc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '15.80', 'le': '0.30', 'lle': '1.32', 'sei': '8.38'}",CHEMBL4165527,,CHEMBL4165527,5.00,0,http://www.openphacts.org/units/Nanomolar,3040100,=,1,1,=,,IC50,nM,,10000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,10.0
,,18313160,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCCO)coc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '15.77', 'le': '0.30', 'lle': '1.48', 'sei': '7.99'}",CHEMBL4173448,,CHEMBL4173448,4.77,0,http://www.openphacts.org/units/Nanomolar,3040101,=,1,1,=,,IC50,nM,,17000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,17.0
,,18313161,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCCCCO)coc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,,CHEMBL4169533,,CHEMBL4169533,,0,http://www.openphacts.org/units/Nanomolar,3040102,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18313162,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCCCCCO)coc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,,CHEMBL4174704,,CHEMBL4174704,,0,http://www.openphacts.org/units/Nanomolar,3040103,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18313163,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCc1cccc2occ(OCCCO)c(=O)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '16.72', 'le': '0.32', 'lle': '1.71', 'sei': '8.13'}",CHEMBL4166115,,CHEMBL4166115,4.85,0,http://www.openphacts.org/units/Nanomolar,3040104,=,1,1,=,,IC50,nM,,14000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,14.0
,,18313164,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCc1cccc2occ(OCCO)c(=O)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '16.65', 'le': '0.31', 'lle': '1.85', 'sei': '7.71'}",CHEMBL4176740,,CHEMBL4176740,4.60,0,http://www.openphacts.org/units/Nanomolar,3040105,=,1,1,=,,IC50,nM,,25000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,25.0
,,18313165,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCCCO)coc2ccc(CC3CCCCC3)cc12,,,CHEMBL4130380,Eur J Med Chem,2017,,CHEMBL4162662,,CHEMBL4162662,,0,http://www.openphacts.org/units/Nanomolar,3040106,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18313166,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCc1ccc2occ(OCCCO)c(=O)c2c1,,,CHEMBL4130380,Eur J Med Chem,2017,,CHEMBL4173374,,CHEMBL4173374,,0,http://www.openphacts.org/units/Nanomolar,3040107,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18313167,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1oc2cccc(CC3CCCCC3)c2c(=O)c1OCCCO,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '15.51', 'le': '0.29', 'lle': '1.13', 'sei': '8.59'}",CHEMBL4159295,,CHEMBL4159295,5.12,0,http://www.openphacts.org/units/Nanomolar,3040108,=,1,1,=,,IC50,nM,,7500.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,7.5
,,18313168,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCc1oc2cccc(CC3CCCCC3)c2c(=O)c1OCCCO,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '13.54', 'le': '0.25', 'lle': '0.22', 'sei': '8.13'}",CHEMBL4168965,,CHEMBL4168965,4.85,0,http://www.openphacts.org/units/Nanomolar,3040109,=,1,1,=,,IC50,nM,,14000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,14.0
,,18313169,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)c1oc2cccc(CC3CCCCC3)c2c(=O)c1OCCCO,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '14.67', 'le': '0.28', 'lle': '0.46', 'sei': '8.81'}",CHEMBL4174426,,CHEMBL4174426,5.26,0,http://www.openphacts.org/units/Nanomolar,3040110,=,1,1,=,,IC50,nM,,5500.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,5.5
,,18313170,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(OCCCO)c(C2CCCCC2)oc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '13.86', 'le': '0.26', 'lle': '-0.20', 'sei': '9.26'}",CHEMBL4167032,,CHEMBL4167032,5.52,0,http://www.openphacts.org/units/Nanomolar,3040111,=,1,1,=,,IC50,nM,,3000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,3.0
,,18313171,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O)cc(O)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '11.51', 'le': '0.22', 'lle': '4.92', 'sei': '2.93'}",CHEMBL486626,SOPHORICOSIDE,CHEMBL486626,4.97,1,http://www.openphacts.org/units/Nanomolar,3040112,=,1,1,=,,IC50,nM,,10600.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,10.6
,,18313172,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '10.64', 'le': '0.20', 'lle': '1.86', 'sei': '4.92'}",CHEMBL1370,BUDESONIDE,CHEMBL1370,4.58,1,http://www.openphacts.org/units/Nanomolar,3040113,=,1,1,=,,IC50,nM,,26200.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,26.2
,,18421200,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(COc2cccc3c2C(=O)/C(=C/c2ccc(O)cc2)C3)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4174244,,CHEMBL4174244,,0,http://www.openphacts.org/units/Nanomolar,3057204,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421201,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(/C=C2\Cc3cccc(OCc4ccc(OC)cc4)c3C2=O)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4169753,,CHEMBL4169753,,0,http://www.openphacts.org/units/Nanomolar,3057205,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421202,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(COc2cccc3c2C(=O)/C(=C/c2ccccc2)C3)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4159098,,CHEMBL4159098,,0,http://www.openphacts.org/units/Nanomolar,3057206,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421203,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(COc2cccc3c2C(=O)/C(=C/c2ccc(Cl)cc2)C3)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4173173,,CHEMBL4173173,,0,http://www.openphacts.org/units/Nanomolar,3057207,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421204,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(COc2cccc3c2C(=O)/C(=C/c2ccc(C)cc2)C3)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4162488,,CHEMBL4162488,,0,http://www.openphacts.org/units/Nanomolar,3057208,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,Not Determined,18421205,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCOc1ccc(/C=C2\Cc3cccc(OCc4ccc(OC)cc4)c3C2=O)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4176542,,CHEMBL4176542,,0,,3057209,,1,0,,,IC50,,,,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,,,,
,Not Determined,18421206,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCOc1cccc(/C=C2\Cc3cccc(OCc4ccc(OC)cc4)c3C2=O)c1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4165925,,CHEMBL4165925,,0,,3057210,,1,0,,,IC50,,,,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,,,,
,Not Determined,18421207,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCOc1ccccc1/C=C1\Cc2cccc(OCc3ccc(OC)cc3)c2C1=O,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4161434,,CHEMBL4161434,,0,,3057211,,1,0,,,IC50,,,,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,,,,
,Not Determined,18421208,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCOc1ccc(/C=C2\Cc3cccc(OCc4ccc([N+](=O)[O-])cc4)c3C2=O)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4169360,,CHEMBL4169360,,0,,3057212,,1,0,,,IC50,,,,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,,,,
,,18421209,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCOc1ccc(/C=C2\Cc3cccc(OCC4CCCCC4)c3C2=O)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4159248,,CHEMBL4159248,,0,http://www.openphacts.org/units/Nanomolar,3057213,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421210,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1/C(=C/c2ccc(O)cc2)Cc2cccc(OCc3ccc([N+](=O)[O-])cc3)c21,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4169691,,CHEMBL4169691,,0,http://www.openphacts.org/units/Nanomolar,3057214,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421211,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1/C(=C/c2ccc(O)cc2)Cc2cccc(OCC3CCCCC3)c21,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4175849,,CHEMBL4175849,,0,http://www.openphacts.org/units/Nanomolar,3057215,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421212,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1/C(=C/c2ccc(O)cc2)Cc2cccc(O)c21,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4159681,,CHEMBL4159681,,0,http://www.openphacts.org/units/Nanomolar,3057216,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421213,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(/C=C2\Cc3cccc(O)c3C2=O)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4173967,,CHEMBL4173967,,0,http://www.openphacts.org/units/Nanomolar,3057217,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421214,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1/C(=C/c2ccccc2)Cc2cccc(O)c21,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4162825,,CHEMBL4162825,,0,http://www.openphacts.org/units/Nanomolar,3057218,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421215,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(/C=C2\Cc3cccc(OCC4CCCCC4)c3C2=O)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4171974,,CHEMBL4171974,,0,http://www.openphacts.org/units/Nanomolar,3057219,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18421216,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1c2c(O)cccc2CC1Cc1ccc(O)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4159464,,CHEMBL4159464,,0,http://www.openphacts.org/units/Nanomolar,3057220,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,Not Determined,18421217,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CC2Cc3cccc(O)c3C2=O)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4163933,,CHEMBL4163933,,0,,3057221,,1,0,,,IC50,,,,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,,,,
,Not Determined,18421218,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1c2c(O)cccc2CC1Cc1ccc(Cl)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4174583,,CHEMBL4174583,,0,,3057222,,1,0,,,IC50,,,,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,,,,
,Not Determined,18421219,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(CC2Cc3cccc(O)c3C2=O)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4170769,,CHEMBL4170769,,0,,3057223,,1,0,,,IC50,,,,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,,,,
,Not Determined,18421220,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCOc1ccc(CC2Cc3cccc(O)c3C2=O)cc1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4160122,,CHEMBL4160122,,0,,3057224,,1,0,,,IC50,,,,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,,,,
,Not Determined,18421221,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCOc1cccc(CC2Cc3cccc(O)c3C2=O)c1,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4167375,,CHEMBL4167375,,0,,3057225,,1,0,,,IC50,,,,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,,,,
,Not Determined,18421222,[],CHEMBL4153978,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCOc1ccccc1CC1Cc2cccc(O)c2C1=O,,,CHEMBL4152231,Eur J Med Chem,2018,,CHEMBL4175242,,CHEMBL4175242,,0,,3057226,,1,0,,,IC50,,,,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,,,,
