action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,15184382,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCc1c(-c2ccccc2)oc2ccc(NC(=O)c3ccccc3)cc2c1=O,,,CHEMBL3400081,Bioorg Med Chem,2015,"{'bei': '11.60', 'le': '0.21', 'lle': '0.02', 'sei': '5.60'}",CHEMBL3402261,,CHEMBL3402261,4.80,0,http://www.openphacts.org/units/Nanomolar,2283414,=,1,1,=,,IC50,nM,,16000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,16.0
,,15184383,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCc1c(-c2ccc(F)cc2)oc2ccc(NC(=O)c3ccccc3)cc2c1=O,,,CHEMBL3400081,Bioorg Med Chem,2015,,CHEMBL3402262,,CHEMBL3402262,,0,http://www.openphacts.org/units/Nanomolar,2283415,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,15184384,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCc1c(C2CCCCC2)oc2ccc(NC(=O)C3CCCCC3)cc2c1=O,,,CHEMBL3400081,Bioorg Med Chem,2015,"{'bei': '11.04', 'le': '0.21', 'lle': '-0.72', 'sei': '5.49'}",CHEMBL3403293,,CHEMBL3403293,4.70,0,http://www.openphacts.org/units/Nanomolar,2284764,=,1,1,=,,IC50,nM,,20000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,20.0
,,15184385,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCc1c(C2CCCCC2)oc2ccc(NCc3ccccc3)cc2c1=O,,,CHEMBL3400081,Bioorg Med Chem,2015,"{'bei': '11.63', 'le': '0.21', 'lle': '-0.80', 'sei': '6.88'}",CHEMBL3403294,,CHEMBL3403294,4.72,0,http://www.openphacts.org/units/Nanomolar,2284765,=,1,1,=,,IC50,nM,,19200.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,19.2
,,15184386,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCc1c(C2CCCCC2)oc2ccc(NC(=O)Nc3ccccc3)cc2c1=O,,,CHEMBL3400081,Bioorg Med Chem,2015,,CHEMBL3403295,,CHEMBL3403295,,0,http://www.openphacts.org/units/Nanomolar,2284766,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,15184387,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCc1c(C2CCCCC2)oc2ccc(NS(=O)(=O)c3ccccc3)cc2c1=O,,,CHEMBL3400081,Bioorg Med Chem,2015,,CHEMBL3403296,,CHEMBL3403296,,0,http://www.openphacts.org/units/Nanomolar,2284767,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,15184388,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCc1c(-c2ccccc2)oc2ccc(NC(=O)C3CCCCC3)cc2c1=O,,,CHEMBL3400081,Bioorg Med Chem,2015,"{'bei': '11.31', 'le': '0.21', 'lle': '-0.30', 'sei': '5.54'}",CHEMBL3403297,,CHEMBL3403297,4.75,0,http://www.openphacts.org/units/Nanomolar,2284768,=,1,1,=,,IC50,nM,,18000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,18.0
,,15184389,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCc1c(-c2ccccc2)oc2ccc(NC(=O)c3cnccn3)cc2c1=O,,,CHEMBL3400081,Bioorg Med Chem,2015,,CHEMBL3403298,,CHEMBL3403298,,0,http://www.openphacts.org/units/Nanomolar,2284769,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,15184390,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2oc(C3CCCCC3)c(CO)c(=O)c2c1)c1ccccc1,,,CHEMBL3400081,Bioorg Med Chem,2015,"{'bei': '13.25', 'le': '0.24', 'lle': '0.41', 'sei': '6.29'}",CHEMBL3403299,,CHEMBL3403299,5.00,0,http://www.openphacts.org/units/Nanomolar,2284770,=,1,1,=,,IC50,nM,,10000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,10.0
,,15184391,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2oc(-c3ccccc3)c(CO)c(=O)c2c1)c1ccccc1,,,CHEMBL3400081,Bioorg Med Chem,2015,"{'bei': '12.54', 'le': '0.23', 'lle': '0.46', 'sei': '5.86'}",CHEMBL3403300,,CHEMBL3403300,4.66,0,http://www.openphacts.org/units/Nanomolar,2284771,=,1,1,=,,IC50,nM,,22000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,22.0
,,15184392,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2oc(-c3ccc(F)cc3)c(CO)c(=O)c2c1)c1ccccc1,,,CHEMBL3400081,Bioorg Med Chem,2015,,CHEMBL3403301,,CHEMBL3403301,,0,http://www.openphacts.org/units/Nanomolar,2284772,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,15184393,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2oc(C3CCCCC3)c(CO)c(=O)c2c1)C1CCCCC1,,,CHEMBL3400081,Bioorg Med Chem,2015,,CHEMBL3403302,,CHEMBL3403302,,0,http://www.openphacts.org/units/Nanomolar,2284773,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,15184394,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2oc(-c3ccccc3)c(CO)c(=O)c2c1)C1CCCCC1,,,CHEMBL3400081,Bioorg Med Chem,2015,,CHEMBL3403303,,CHEMBL3403303,,0,http://www.openphacts.org/units/Nanomolar,2284774,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,15184395,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2oc(-c3ccccc3)c(CO)c(=O)c2c1)c1cnccn1,,,CHEMBL3400081,Bioorg Med Chem,2015,,CHEMBL3403304,,CHEMBL3403304,,0,http://www.openphacts.org/units/Nanomolar,2284775,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,15184396,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O)cc(O)c12,,,CHEMBL3400081,Bioorg Med Chem,2015,"{'bei': '11.51', 'le': '0.22', 'lle': '4.92', 'sei': '2.93'}",CHEMBL486626,SOPHORICOSIDE,CHEMBL486626,4.97,1,http://www.openphacts.org/units/Nanomolar,2284776,=,1,1,=,,IC50,nM,,10600.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,10.6
,,15184397,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,CHEMBL3400081,Bioorg Med Chem,2015,"{'bei': '10.64', 'le': '0.20', 'lle': '1.86', 'sei': '4.92'}",CHEMBL1370,BUDESONIDE,CHEMBL1370,4.58,1,http://www.openphacts.org/units/Nanomolar,2284777,=,1,1,=,,IC50,nM,,26200.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,26.2
,,15184398,[],CHEMBL3404575,Inhibition of mouse IL5-mediated mouse Y16 cell proliferation after 48 hrs by WST1 assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1c(O)cccc1OCC1CCCCC1)c1ccc(O)cc1,,,CHEMBL3400081,Bioorg Med Chem,2015,"{'bei': '13.90', 'le': '0.26', 'lle': '-0.05', 'sei': '7.34'}",CHEMBL2316358,,CHEMBL2316358,4.90,1,http://www.openphacts.org/units/Nanomolar,2284778,=,1,1,=,,IC50,nM,,12600.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,12.6
,,18260565,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,,CHEMBL4073968,,CHEMBL4073968,,0,http://www.openphacts.org/units/Nanomolar,3030341,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18260566,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCNC(=O)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,,CHEMBL4085054,,CHEMBL4085054,,0,http://www.openphacts.org/units/Nanomolar,3030342,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18260567,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)NC(=O)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,,CHEMBL4085049,,CHEMBL4085049,,0,http://www.openphacts.org/units/Nanomolar,3030343,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18260568,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '10.59', 'le': '0.20', 'lle': '-0.01', 'sei': '5.18'}",CHEMBL4102997,,CHEMBL4102997,4.77,0,http://www.openphacts.org/units/Nanomolar,3030344,=,1,1,=,,IC50,nM,,17000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,17.0
,,18260569,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC1CCCCC1)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '10.45', 'le': '0.20', 'lle': '0.18', 'sei': '5.18'}",CHEMBL4067048,,CHEMBL4067048,4.77,0,http://www.openphacts.org/units/Nanomolar,3030345,=,1,1,=,,IC50,nM,,17000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,17.0
,,18260570,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccc(Cl)cc1)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,,CHEMBL4076055,,CHEMBL4076055,,0,http://www.openphacts.org/units/Nanomolar,3030346,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18260571,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)N(CCO)Cc2coc3cccc(OCC4CCCCC4)c3c2=O)cc1,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '9.87', 'le': '0.19', 'lle': '-0.05', 'sei': '4.69'}",CHEMBL4087016,,CHEMBL4087016,4.75,0,http://www.openphacts.org/units/Nanomolar,3030347,=,1,1,=,,IC50,nM,,18000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,18.0
,,18260572,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCc1ccccc1)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '10.21', 'le': '0.19', 'lle': '0.28', 'sei': '5.16'}",CHEMBL4065583,,CHEMBL4065583,4.75,0,http://www.openphacts.org/units/Nanomolar,3030348,=,1,1,=,,IC50,nM,,18000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,18.0
,,18260573,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCCCc1ccccc1)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '9.79', 'le': '0.18', 'lle': '-0.07', 'sei': '5.24'}",CHEMBL4079154,,CHEMBL4079154,4.82,0,http://www.openphacts.org/units/Nanomolar,3030349,=,1,1,=,,IC50,nM,,15000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,15.0
,,18260574,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)CCOc1cccc2occ(CN(CCO)C(=O)Nc3ccccc3)c(=O)c12,,,CHEMBL4052709,Bioorg Med Chem,2017,,CHEMBL4103406,,CHEMBL4103406,,0,http://www.openphacts.org/units/Nanomolar,3030350,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18260575,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCOc1cccc2occ(CN(CCO)C(=O)Nc3ccccc3)c(=O)c12,,,CHEMBL4052709,Bioorg Med Chem,2017,,CHEMBL4068285,,CHEMBL4068285,,0,http://www.openphacts.org/units/Nanomolar,3030351,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18260576,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '11.64', 'le': '0.22', 'lle': '0.99', 'sei': '5.26'}",CHEMBL4095649,,CHEMBL4095649,4.70,0,http://www.openphacts.org/units/Nanomolar,3030352,=,1,1,=,,IC50,nM,,20200.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,20.2
,,18260577,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Oc1ccccc1)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '10.19', 'le': '0.19', 'lle': '-0.15', 'sei': '5.16'}",CHEMBL4059639,,CHEMBL4059639,4.60,0,http://www.openphacts.org/units/Nanomolar,3030353,=,1,1,=,,IC50,nM,,25000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,25.0
,,18260578,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)CCOc1cccc2occ(CN(CCO)C(=O)Oc3ccccc3)c(=O)c12,,,CHEMBL4052709,Bioorg Med Chem,2017,,CHEMBL4087942,,CHEMBL4087942,,0,http://www.openphacts.org/units/Nanomolar,3030354,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18260579,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCOc1cccc2occ(CN(CCO)C(=O)Oc3ccccc3)c(=O)c12,,,CHEMBL4052709,Bioorg Med Chem,2017,,CHEMBL4098100,,CHEMBL4098100,,0,http://www.openphacts.org/units/Nanomolar,3030355,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18260580,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC(=O)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '11.87', 'le': '0.22', 'lle': '1.12', 'sei': '5.75'}",CHEMBL4080070,,CHEMBL4080070,4.60,0,http://www.openphacts.org/units/Nanomolar,3030356,=,1,1,=,,IC50,nM,,25200.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,25.2
,,18260581,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(=O)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '11.45', 'le': '0.22', 'lle': '0.73', 'sei': '5.75'}",CHEMBL4080771,,CHEMBL4080771,4.60,0,http://www.openphacts.org/units/Nanomolar,3030357,=,1,1,=,,IC50,nM,,25300.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,25.3
,,18260582,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cc1ccccc1)N(CCO)Cc1coc2cccc(OCC3CCCCC3)c2c1=O,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '11.12', 'le': '0.21', 'lle': '0.68', 'sei': '6.25'}",CHEMBL4098812,,CHEMBL4098812,5.00,0,http://www.openphacts.org/units/Nanomolar,3030358,=,1,1,=,,IC50,nM,,10000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,10.0
,,18260583,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CC(=O)N(CCO)Cc2coc3cccc(OCC4CCCCC4)c3c2=O)cc1,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '9.90', 'le': '0.19', 'lle': '0.43', 'sei': '5.32'}",CHEMBL4070103,,CHEMBL4070103,4.75,0,http://www.openphacts.org/units/Nanomolar,3030359,=,1,1,=,,IC50,nM,,17900.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,17.9
,,18260584,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)CCOc1cccc2occ(CN(CCO)C(=O)Cc3ccccc3)c(=O)c12,,,CHEMBL4052709,Bioorg Med Chem,2017,,CHEMBL4091068,,CHEMBL4091068,,0,http://www.openphacts.org/units/Nanomolar,3030360,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18260585,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCOc1cccc2occ(CN(CCO)C(=O)Cc3ccccc3)c(=O)c12,,,CHEMBL4052709,Bioorg Med Chem,2017,,CHEMBL4096362,,CHEMBL4096362,,0,http://www.openphacts.org/units/Nanomolar,3030361,>,1,1,>,,IC50,nM,,30000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,30.0
,,18260586,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(-c2ccc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc2)coc2cc(O)cc(O)c12,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '11.51', 'le': '0.22', 'lle': '4.92', 'sei': '2.93'}",CHEMBL4069102,,CHEMBL4069102,4.97,0,http://www.openphacts.org/units/Nanomolar,3030362,=,1,1,=,,IC50,nM,,10600.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,10.6
,,18260587,[],CHEMBL4056526,Inhibition of IL-5 in mouse Y16 cells assessed as reduction in cell proliferation after 48 hrs by WST-1 assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,CHEMBL4052709,Bioorg Med Chem,2017,"{'bei': '10.64', 'le': '0.20', 'lle': '1.86', 'sei': '4.92'}",CHEMBL1370,BUDESONIDE,CHEMBL1370,4.58,1,http://www.openphacts.org/units/Nanomolar,3030363,=,1,1,=,,IC50,nM,,26200.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,26.2
,,18313119,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCc1cccc2occ(O)c(=O)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '20.65', 'le': '0.39', 'lle': '1.71', 'sei': '9.51'}",CHEMBL4171016,,CHEMBL4171016,4.80,0,http://www.openphacts.org/units/Nanomolar,3040088,=,1,1,=,,IC50,nM,,16000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,16.0
,,18313120,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(O)coc2cccc(CC3CCCCC3)c12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '18.57', 'le': '0.34', 'lle': '1.18', 'sei': '9.51'}",CHEMBL4159732,,CHEMBL4159732,4.80,0,http://www.openphacts.org/units/Nanomolar,3040087,=,1,1,=,,IC50,nM,,16000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,16.0
,,18313148,[],CHEMBL4132607,Inhibition of mouse IL-5-induced cell proliferation in mouse Y16 cells after 48 hrs by WST-1 assay relative to control,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(O)coc2ccc(CC3CCCCC3)cc12,,,CHEMBL4130380,Eur J Med Chem,2017,"{'bei': '17.57', 'le': '0.33', 'lle': '0.92', 'sei': '9.00'}",CHEMBL4163101,,CHEMBL4163101,4.54,0,http://www.openphacts.org/units/Nanomolar,3040089,=,1,1,=,,IC50,nM,,29000.0,CHEMBL1163111,Mus musculus,Interleukin-5,10090,,,IC50,uM,UO_0000065,,29.0
